9203078	['1660', '2615', '745', '949']
9203079	['571', '5147', '1659']
9203080	['1660', '2615', '745', '949']
9203081	['9152', '2615', '745', '949']
9203082	['5128', '961']
9203083	['621', '1925']
9203084	['4357']
9204001	['515', '244']
9204002	['1578', '5303']
9204003	['6576', '374', '1732']
9204004	['7963', '4066', '2478', '560']
9204006	['3318']
9204007	['8145', '2914']
9204008	['3803']
9204009	['5956', '6744', '5025']
9204010	['934', '5250', '856']
9204011	['1398', '2952']
9204012	['4145', '6593', '675']
9204013	['162']
9204014	['4079']
9204015	['1578', '4501', '5303']
9204016	['1759', '4547', '6048']
9204017	['6274', '1943']
9204018	['214', '1243']
9204019	['4611', '1248']
9204020	['6140', '4091']
9204021	['7991']
9204022	['6722', '3631']
9204023	['1759', '4547']
9204024	['3268']
9204025	['2928', '842']
9204026	['1010', '2656']
9204027	['2137']
9204028	['7829', '1898', '6630']
9204029	['3648']
9204030	['2020', '1375', '639']
9204031	['4861', '4825']
9204032	['2868', '1694', '5025']
9204033	['3113']
9204034	['270']
9204035	['3606', '2408', '4409', '3211', '1828']
9204036	['5760']
9204037	['6108', '3240', '6591', '6694']
9204038	['6414', '425']
9204039	['515', '244', '4530']
9204040	['2291', '3246', '4409']
9204041	['5032', '3246', '6595', '4994']
9204042	['6869']
9204043	['5038', '4006']
9204044	['1186', '5260']
9204045	['3975', '1186', '5260']
9204046	['5912']
9204047	['581']
9204048	['8712', '581']
9204049	['4969', '3353']
9204050	['5038', '4006']
9204051	['5723']
9204052	['1671', '3402']
9204053	['4517']
9204054	['5672', '2676', '221', '6488', '7518']
9204055	['4079']
9204056	['4763', '1252']
9204057	['4763', '1252']
9204058	['926']
9204059	['6225', '8283']
9204060	['5383', '5480']
9204061	['270', '310']
9204062	['4857']
9204063	['3329']
9204064	['6410', '1469', '2099', '3463', '1616']
9204065	['4665', '3073']
9204066	['6853']
9204067	['5206', '3962']
9204068	['2099', '1616']
9204069	['7249']
9204070	['244', '4530']
9204071	['2351', '963', '4547']
9204072	['3548', '5627']
9204073	['5116']
9204074	['1709', '1348']
9204075	['6666', '3774', '588']
9204076	['6666', '3774', '588']
9204077	['2734', '584']
9204078	['5913']
9204079	['3118', '8674']
9204080	['6032', '3205', '7991', '8222']
9204081	['2734']
9204082	['3739', '3757']
9204083	['200']
9204084	['349']
9204085	['3329', '1297']
9204086	['5261', '2856', '6028']
9204088	['7854', '5001']
9204089	['4253', '7281', '4381']
9204090	['1386', '3449']
9204091	['1051']
9204092	['3792']
9204093	['6414']
9204094	['229', '2241']
9204095	['3432', '4984', '122', '2326']
9204096	['1155', '454', '1199']
9204097	['2734']
9204098	['2734']
9204099	['4514', '5065', '8486']
9204100	['1420', '6052', '1607']
9204101	['2330', '3803']
9204102	['1639', '980', '229', '426']
9204103	['5128']
9205001	['6870', '3766']
9205002	['4659', '5477']
9205003	['361', '3766']
9205004	['4124', '2910']
9205005	['6493', '7911']
9205006	['791']
9205007	['7363']
9205008	['411']
9205009	['193', '3269']
9205010	['6211', '4892']
9205011	['8540', '1658', '8542']
9205012	['3524', '2280', '2878', '1783']
9205013	['584']
9205014	['1369']
9205015	['277', '662', '639']
9205016	['3387']
9205017	['8394', '6961']
9205018	['7911']
9205019	['6853']
9205020	['1520', '860']
9205021	['8063', '5929']
9205022	['3273']
9205023	['93', '1701', '903', '2330']
9205024	['302']
9205025	['2258', '7003', '1751']
9205026	['5869', '6106']
9205027	['1117', '6056', '6228', '3553', '8808']
9205028	['2785']
9205029	['4049', '4861']
9205030	['1140']
9205031	['1103', '2450']
9205032	['4631']
9205033	['2258', '1751']
9205034	['2934']
9205035	['4600']
9205036	['2481']
9205037	['761', '767']
9205038	['1659']
9205039	['1356', '5332', '6172']
9205040	['4753']
9205041	['5383', '1598']
9205042	['6529']
9205043	['588', '2436']
9205044	['5694']
9205045	['6255', '42']
9205046	['121', '4915']
9205047	['3048', '1095']
9205048	['3048', '1095']
9205049	['3048', '1095']
9205050	['3048', '1095']
9205051	['2390']
9205052	['2390']
9205053	['1794']
9205054	['1762', '6414', '1089', '425']
9205055	['2099', '3611', '3463', '2606']
9205056	['603', '7588', '1877']
9205057	['1132']
9205058	['1930']
9205059	['1098', '1864']
9205060	['2446', '4094']
9205061	['3796', '3162']
9205062	['1647', '408', '1398']
9205063	['4749']
9205064	['3718', '3185']
9205065	['992']
9205066	['1436', '567', '6360']
9205067	['4214']
9205068	['188']
9205069	['3018']
9205070	['188']
9205071	['6408', '7092', '991', '4705']
9205072	['2468']
9205073	['794', '291']
9205074	['820', '1312']
9205076	['7775']
9205077	['7048', '8101', '2899']
9205078	['1332']
9205079	['4480']
9205080	['594']
9205081	['2390']
9205082	['7084', '2357', '508']
9205083	['4600']
9205084	['5141']
9205085	['5141']
9205086	['7987']
9205087	['4053', '2347']
9205088	['758']
9205089	['3580', '5573']
9205090	['5483']
9205091	['2390']
9205092	['1758', '5065', '7911']
9205093	['1341', '3524', '3940']
9205094	['3522', '900']
9205095	['1093']
9205096	['4840']
9205097	['7112']
9205098	['3934', '4952']
9205099	['192', '1530']
9205100	['7078']
9205101	['2864', '2437']
9205102	['3786']
9205103	['5298']
9205104	['926']
9205105	['519']
9205106	['1868']
9205107	['1155', '454', '1199']
9205108	['2390']
9205109	['4379', '1511', '6704']
9205110	['2607']
9205111	['1065']
9205112	['594']
9205113	['2955', '1454', '7203']
9205114	['1117', '8501', '730']
9205115	['4769', '295']
9205116	['3065', '2214']
9205117	['7326', '51']
9206001	['4379', '1511', '3278']
9206002	['3718', '4774']
9206003	['3718', '4774']
9206004	['4861', '2058', '4825']
9206005	['2496']
9206006	['761', '767']
9206007	['7670', '1256', '8360']
9206008	['6885']
9206009	['8946', '6364', '1656']
9206010	['7449', '8601']
9206011	['3103']
9206012	['2864']
9206013	['4317', '1748']
9206014	['3266', '8881']
9206015	['2949', '1864']
9206016	['5912']
9206017	['3387', '408']
9206018	['57', '1566']
9206019	['395']
9206020	['3018']
9206021	['1452']
9206022	['3934', '4952']
9206023	['2814']
9206024	['7121', '361', '4329']
9206025	['2819', '8421']
9206026	['3814', '4989', '1265']
9206027	['2885', '1222', '3988']
9206028	['5823', '2478', '560', '6068']
9206029	['7121', '361', '4329']
9206030	['5820']
9206031	['2409', '3554']
9206032	['226', '467', '5363']
9206033	['7449', '3125']
9206034	['4931', '4153']
9206035	['4964', '3757']
9206036	['2690', '2819']
9206037	['8011']
9206038	['4066', '1252']
9206039	['3605', '1482', '1219']
9206040	['6316', '4177']
9206041	['1420', '3185', '1607']
9206042	['3040', '1676', '2380', '2343']
9206043	['3048', '1095']
9206044	['4952']
9206045	['508']
9206046	['394', '162']
9206047	['4596', '2922']
9206048	['767']
9206049	['783', '4905', '1821']
9206050	['6068']
9206051	['2952']
9206052	['3333', '4753']
9206053	['7854', '5001']
9206054	['1768', '3621', '5897']
9206055	['6236', '2053']
9206056	['3009']
9206057	['3412', '8068']
9206058	['3648']
9206059	['4631']
9206060	['603', '1877', '3398', '8448']
9206061	['1065']
9206062	['5715']
9206063	['122', '4038', '2326']
9206064	['2350', '8680']
9206065	['8939', '5966']
9206066	['603', '1877', '7443']
9206067	['1930']
9206068	['93', '1701', '903']
9206069	['200']
9206070	['8501', '895', '730']
9206071	['3587']
9206072	['2350', '8368']
9206073	['5915', '2355']
9206074	['7405']
9206075	['4637', '3520', '7780']
9206076	['911', '3299', '7604']
9206077	['1155', '454', '1199']
9206078	['2656', '200']
9206079	['2858']
9206080	['4266', '6891', '2641']
9206081	['1721', '457', '3857']
9206082	['1530']
9206083	['4145', '4932', '675']
9206084	['2777']
9206085	['3009']
9206086	['2904']
9206087	['1440', '2904']
9206088	['1369']
9206089	['4483', '4658', '3147']
9206090	['6321', '8325', '9098']
9206091	['2914']
9206092	['4763', '1696']
9206093	['4763']
9206094	['3510', '4763']
9206095	['1093', '581', '3113']
9206096	['2805', '6601', '4249', '2599']
9206097	['2184', '6189', '5821', '5223', '7251']
9206098	['332', '388']
9206099	['695', '2801']
9206100	['4952']
9206101	['3814', '7604']
9206102	['5869']
9206103	['3273']
9206104	['6466', '6853']
9206105	['4835']
9206106	['7911', '969', '6484', '2208']
9206107	['4274', '2154']
9206108	['6817', '7604']
9206109	['4658']
9206110	['2422', '101', '8429']
9206111	['5396', '1332', '7822']
9206112	['1076', '584']
9206113	['4260', '1239']
9206114	['6499', '750']
9207001	['6830']
9207002	['3281', '3776']
9207003	['179', '2943', '925']
9207004	['3329', '1297']
9207005	['3531', '5833', '7606']
9207006	['6722']
9207007	['5675', '654']
9207008	['3975', '5260']
9207009	['4062', '3015', '3257']
9207010	['4062', '3015', '3257']
9207011	['7829', '1898', '6630']
9207012	['4631']
9207013	['2723', '6316', '1780']
9207014	['588']
9207015	['1522']
9207016	['3387', '1561']
9207017	['5261', '4038']
9207018	['6255', '3323', '42']
9207019	['7834']
9207020	['794', '291', '1052']
9207021	['6064']
9207022	['4940']
9207023	['1085']
9207024	['8881']
9207025	['1342', '5332', '1288', '3347', '1298']
9207026	['6218', '6431', '3980']
9207027	['452', '2351', '2934']
9207028	['791']
9207029	['5850']
9207030	['5850']
9207031	['982', '5507', '9158']
9207032	['3740', '986']
9207034	['2785', '5627']
9207035	['2947', '2943']
9207036	['1348']
9207037	['7450', '2287', '52']
9207038	['2549']
9207039	['6666', '3774']
9207040	['1461', '1908', '3333']
9207041	['7363']
9207042	['1660', '2615', '745', '949']
9207044	['2137', '2311']
9207045	['8542']
9207046	['3048', '1095']
9207047	['394', '3577']
9207048	['2130', '4019']
9207049	['7665', '6108', '6591', '6694']
9207050	['2351', '989', '963', '502']
9207051	['1202']
9207052	['3149']
9207053	['5912']
9207054	['924']
9207055	['359', '1291']
9207056	['2248', '8205']
9207057	['3022']
9207058	['1604', '2386']
9207059	['2868', '1694', '5025', '6671']
9207060	['192', '2060']
9207061	['2805', '6601', '3399', '2599']
9207062	['324', '425']
9207063	['124', '4262']
9207064	['4969']
9207065	['3398', '3402']
9207066	['2302', '2035']
9207067	['2408', '1420', '1607', '3353']
9207068	['1348']
9207069	['1461', '1908', '3333']
9207070	['1875', '3162']
9207071	['726', '3440']
9207072	['3456', '6337', '4653', '3160']
9207073	['4494', '734']
9207074	['2357']
9207075	['2770', '6442', '5771']
9207076	['6831']
9207077	['1440', '2904']
9207078	['338', '501']
9207079	['8063', '5929', '115']
9207080	['3499']
9207081	['5820', '2548']
9207082	['1276']
9207083	['1276']
9207084	['7088', '5298']
9207085	['2732', '2289']
9207086	['1132', '1406', '4227']
9207087	['2258', '7003']
9207088	['4626', '6598', '673']
9207089	['5530', '8649', '6509']
9207090	['3412', '3469']
9207091	['2878', '1272']
9207093	['2355']
9207094	['200']
9207095	['3018']
9207096	['1201', '2094', '5315', '4892', '5420']
9207097	['695']
9207098	['5152']
9207099	['5152']
9207100	['717']
9207101	['1248', '6040']
9207102	['5229', '5311', '9032']
9207103	['1155', '454', '1199']
9207104	['6598']
9207105	['6947', '2275']
9207106	['4385']
9207107	['4378']
9207108	['6665']
9207109	['6823', '6401', '3638']
9207110	['1348']
9207111	['7665', '5383']
9207112	['996']
9207113	['170', '5594', '996']
9207114	['3954', '2801', '2198']
9207115	['415']
9207116	['2882', '7005', '969', '753']
9207117	['5869', '2350']
9207118	['761']
9208001	['761', '767']
9208002	['2479']
9208003	['2138']
9208005	['1748']
9208006	['1748']
9208007	['7431', '1748']
9208008	['1748']
9208009	['6087', '4494']
9208010	['7431', '1748']
9208011	['302']
9208012	['1093', '581', '3113', '5238']
9208013	['982', '5507']
9208014	['3441', '1560']
9208015	['7815', '7512']
9208016	['8244']
9208017	['3441', '1886']
9208018	['3510', '2833']
9208019	['3448']
9208020	['6439', '1052']
9208021	['4596', '2922']
9208022	['5610']
9208023	['5472']
9208024	['5472']
9208025	['2858']
9208026	['6211', '6125', '4892']
9208027	['200']
9208028	['1093']
9208029	['1953', '2396']
9208030	['794', '3061', '1308', '7818']
9208031	['5986', '2257', '2221']
9208032	['794', '291', '776']
9208033	['94', '6839']
9208034	['3509', '3803', '7554']
9208035	['2639']
9208036	['3934', '4952']
9208037	['7088', '5298']
9208038	['7665', '6694']
9208039	['6100']
9208040	['4984', '122', '4038', '2326']
9208041	['445', '2705']
9208042	['8337', '1098']
9208043	['5850']
9208044	['5610', '2188', '8998', '5238', '2626']
9208045	['1052']
9208046	['5610', '2188', '5238', '2626']
9208047	['5615', '1186', '968']
9208048	['3692', '1610']
9208049	['3441', '6133']
9208050	['3426']
9208051	['3211']
9208052	['2588']
9208053	['1098']
9208054	['1093', '581', '3113', '5238']
9208055	['192', '1530', '2564']
9208056	['4262']
9208057	['3801', '1522']
9208058	['1698', '734']
9208059	['4259', '3940']
9208060	['8583', '6503']
9208061	['910', '2241']
9208062	['4385']
9208063	['94', '6839']
9208064	['6823', '6401', '3638']
9208065	['1604', '2386']
9208066	['9118', '2099', '5720', '3463', '2932']
9208067	['2099', '246', '3463']
9208068	['3345']
9208069	['4653']
9208070	['8063', '5929']
9208071	['6439', '1052']
9208072	['4658', '1598']
9208073	['3214']
9208074	['2878', '1783', '679']
9208075	['8537']
9208076	['1671', '2814']
9208077	['2723', '6316', '1780']
9208078	['2974']
9208079	['2938']
9208080	['124', '101', '4262', '1505']
9208081	['124']
9209001	['3500']
9209002	['6316', '6131', '1780']
9209003	['7525', '3879', '602']
9209004	['7305']
9209005	['581', '2311', '51']
9209006	['2130', '4019', '4249', '3087']
9209007	['5651', '6493', '705']
9209008	['349']
9209009	['5862', '839', '5601']
9209010	['17', '50', '737']
9209011	['51', '3721']
9209012	['8501', '895', '730']
9209013	['1155', '454', '1199']
9209014	['4083']
9209015	['2706', '579', '4083']
9209016	['5912']
9209017	['2302']
9209018	['5480']
9209019	['741', '7264']
9209020	['5553', '639']
9209021	['3048', '784', '483']
9209022	['214', '4964']
9209023	['1930']
9209024	['734']
9209025	['4417', '105']
9209026	['1189']
9209027	['3935', '458', '3774']
9209028	['4638', '6465', '4140']
9209029	['3456']
9209030	['3456', '6337', '3160']
9209031	['882', '4443']
9209032	['5360', '2450']
9209033	['3269', '7038']
9209034	['3812', '6605', '2975']
9209035	['2716']
9209036	['4378', '7057']
9209037	['1195', '3814', '1789']
9209038	['925']
9209039	['3064', '9124']
9209040	['8011']
9209041	['4611', '1248']
9209042	['2872']
9209043	['2872']
9209044	['1059', '1578', '6404']
9209045	['3269', '7038']
9209046	['1770']
9209047	['372', '2218', '2391']
9209048	['1452']
9209049	['3398', '3402']
9209050	['4891']
9209051	['6823']
9209052	['3387', '4803', '6727']
9209053	['1307', '8746']
9209054	['1356', '6973']
9209055	['2785', '842']
9209056	['5897']
9209057	['270', '310', '7057']
9209058	['6569']
9209059	['681', '4184', '2322', '737']
9209060	['1356']
9209061	['2729']
9209062	['705', '7911']
9209063	['3231', '8249']
9209064	['1195']
9209065	['2270', '3814', '2455']
9209066	['4871']
9209067	['6414', '1089']
9209068	['1647', '1398', '2952']
9209069	['7181']
9209070	['2928', '842']
9209071	['925']
9209072	['3449', '3054']
9209073	['6442', '2241']
9209074	['5238']
9209075	['5111']
9209076	['1837', '3708']
9209077	['400']
9209078	['4658']
9209079	['400']
9209080	['400']
9209081	['3269', '7038']
9209082	['400']
9209083	['4012']
9209084	['911', '7979']
9209085	['1639', '426']
9209086	['3441', '6133']
9209087	['3345']
9209088	['873', '450', '1268', '6246']
9209089	['958']
9209090	['1428']
9209091	['2403']
9209092	['5850']
9209093	['3084']
9209094	['3061', '1308']
9209095	['2302', '2035']
9209096	['8581', '532']
9209097	['275']
9209098	['5784', '780']
9209099	['3042', '1692']
9209100	['8998', '2626']
9209101	['7673']
9209102	['7123']
9209103	['2496']
9209104	['1127', '3071', '8659']
9209105	['555', '584']
9209106	['7286']
9209107	['1349', '1804']
9209108	['171', '7908', '7106', '3201']
9209109	['1326']
9209110	['855']
9209111	['6817', '6414', '1089', '7604']
9209112	['5010']
9209113	['5627']
9209114	['5124', '226', '467', '853']
9209115	['3546', '481']
9209116	['1117', '3553']
9209117	['4861', '4825']
9209118	['1440', '2904']
9209119	['3412', '606']
9209120	['6495', '5530']
9209121	['5967']
9209122	['2422', '3540', '338']
9209124	['5967']
9209125	['1561']
9209126	['1206', '1656']
9209127	['501']
9209128	['8054']
9209129	['6666', '3774', '588']
9209130	['4201', '4012']
9209131	['5641']
9209132	['5641']
9210001	['40']
9210002	['3229']
9210003	['8212', '1002']
9210004	['332', '2075', '388', '14', '5906']
9210005	['6597', '8778']
9210006	['4861']
9210007	['4628', '756']
9210009	['1639', '3185']
9210010	['2460', '6605']
9210011	['1548', '581']
9210012	['621', '1925']
9210013	['2690', '2819']
9210014	['6484']
9210015	['1930', '758']
9210016	['4129']
9210017	['2785', '6349']
9210018	['4129']
9210019	['3231']
9210020	['209', '1610']
9210021	['5719', '3318']
9210022	['5641']
9210023	['1748']
9210024	['7431', '1748']
9210025	['4931', '4153']
9210026	['4665']
9210027	['8571', '6158', '5711']
9210028	['5483']
9210029	['519']
9210030	['4631', '6483', '719']
9210031	['4881']
9210032	['2403']
9210033	['5191']
9210034	['8368']
9210035	['8368']
9210036	['4763', '3803']
9210037	['4260', '1444', '2854']
9210038	['979', '1920', '2935', '2364']
9210039	['5550', '4557']
9210040	['6337']
9210041	['4038']
9210042	['2964', '1748']
9210043	['14']
9210044	['1748']
9210045	['2436']
9210046	['2436']
9210047	['8542']
9210048	['8740', '567']
9210049	['900', '3106']
9210050	['5912']
9210051	['2686']
9210052	['2686']
9210053	['5795', '4124']
9210054	['5638']
9210055	['959', '1199', '6357', '1039']
9210056	['2391']
9210057	['2380']
9210058	['1917', '1759', '4547']
9210059	['957', '1759', '4547']
9210060	['2473', '6654']
9210061	['1055', '7604']
9210062	['5480']
9210063	['579', '1968']
9210064	['2026']
9210065	['200']
9210066	['6143', '1698', '734']
9210067	['5393']
9210068	['3181', '2878', '1272']
9210069	['2496']
9210070	['2800', '355', '7911']
9210071	['1346', '2854']
9210072	['5610', '2188']
9210073	['5484', '6543']
9210074	['5484', '6543']
9210075	['4253', '7281', '4381']
9210076	['1215', '5032', '6784', '4994']
9210077	['1346', '2854']
9210078	['756']
9210079	['761']
9210080	['3451', '519']
9210081	['4259']
9210082	['5869', '2350']
9210083	['1346']
9210084	['179', '2458']
9210085	['3048', '1095', '784', '483']
9210086	['2548']
9210087	['2896', '3708']
9210088	['335', '2868', '5025', '88']
9210089	['3479', '5609', '2854']
9210090	['7558']
9210091	['473', '3737']
9210092	['1530']
9210093	['2615']
9210094	['5908']
9210095	['4485', '2854']
9210096	['4871', '7254']
9210097	['3214']
9210098	['752']
9210099	['8902', '7437', '2455']
9210100	['2896']
9210101	['3587']
9210102	['8142']
9210103	['2823', '1551']
9210104	['2588']
9210105	['1671', '3402']
9210106	['1104', '3614']
9210107	['4417']
9210108	['2208']
9210109	['394']
9210110	['3156', '1632']
9210111	['2214']
9210112	['2823', '1551']
9210113	['7670', '1256', '8360']
9210114	['193', '3269']
9210115	['758']
9210116	['578', '8804']
9210117	['7326', '51']
9210118	['7326', '51']
9210119	['1925']
9210120	['7829', '1898', '6630']
9210121	['5912', '4717']
9210122	['6253', '210']
9210123	['2446', '740', '4825', '183']
9210124	['2444', '3873', '202']
9210125	['3456', '4940']
9210126	['8536', '4136']
9210127	['4187']
9210128	['4378', '6484']
9210129	['374', '3058']
9210130	['171', '3201', '4309']
9210131	['7663', '2820', '6948', '1636']
9210132	['3991']
9210133	['2789', '2654']
9210134	['982', '5507']
9210136	['8117', '3774']
9210137	['519']
9210138	['8405']
9210139	['679']
9210140	['2807']
9210141	['1748']
9210142	['5383', '1598']
9210143	['3257']
9210145	['4510', '6602', '5854']
9210146	['374']
9210147	['1114', '2114']
9210148	['4457', '2985', '401']
9210149	['2137', '2311']
9210150	['7121', '361', '4329']
9210151	['926']
9210152	['1446']
9210153	['989', '3766']
9210154	['1939', '3847']
9210155	['3792']
9210156	['5869', '6106']
9210157	['4053', '2347']
9210158	['4230', '8981', '5995', '4538', '1082']
9210159	['5723']
9210160	['7481']
9210161	['4230', '8981', '5995', '4538', '1082']
9210162	['7326', '51']
9210163	['9152', '2615', '745']
9210164	['8815']
9210165	['6437', '6869']
9211001	['5480']
9211002	['4664']
9211003	['1837', '3708']
9211004	['6900', '4582', '1353', '1371']
9211005	['8519', '6008']
9211006	['8519', '6008']
9211007	['479', '1943', '9053']
9211008	['3048', '1095']
9211009	['3015']
9211010	['302']
9211011	['2159']
9211012	['5393']
9211013	['4749']
9211014	['911', '7979']
9211015	['1117', '1541', '3553']
9211016	['5869', '2350']
9211017	['3674']
9211018	['5620', '6440']
9211019	['4062', '3015', '3257']
9211020	['159', '8303']
9211021	['4803', '6727']
9211022	['546']
9211024	['6752', '5274', '2815']
9211025	['2639']
9211026	['8272', '3766']
9211027	['6591']
9211028	['6915']
9211029	['1356', '6601', '285']
9211030	['6236', '2053', '2785']
9211031	['4664']
9211032	['5298']
9211033	['6255', '42']
9211034	['4628', '8023', '2411']
9211035	['295', '1657']
9211036	['6316', '1780']
9211037	['5153']
9211038	['2421', '5813', '4525']
9211039	['90']
9211040	['2408', '1420', '1607', '3353']
9211041	['3387', '408']
9211042	['2615']
9211043	['2985']
9211044	['2391', '5643']
9211045	['3351']
9211046	['1860']
9211047	['4124', '2910']
9211048	['4343', '1928', '7576']
9211049	['843', '40']
9211050	['4410']
9211051	['6414']
9211052	['3351']
9211053	['5785', '3198', '2267']
9211054	['3369', '6830']
9211055	['639']
9211056	['411', '842', '900']
9211057	['895']
