9258	0111145 0001073
9259	9803070
9256	0112264 0203168
9257	9710045
9254	9512120
9255	9307090 9209100 9405018 9208044 9410021 9412005 9904082
9252	9409055
9253	9404027
9250	0109098 0002193 0010293
9251	9611128 0012253 9407011 9407012
1373	9905167
2142	9411125
3519	9503106 9512173 9603188 9312071 9312072
3518	9407172
3513	9212008 0006174 9607175 0006126 0006127 0006125 0006128 0006129 9304014 0006131 0006130 0006133
3512	0002066 9512180 9405175 9405174 9507064 9502057 9404109 9510074 9810126 9611188 9401104 9210076 0212181 9704163 9304135 9406128 9909047 9607032 9903026 0011041 9204041 0205296 9508056
3511	9612014 9908047 9602126 9806017 0102159 9912166 0301130 9904197 9712112 0008177 0012240 9704099 9902170 0107031 9805167 9812134 9911101 9607236 9909130 9909205 0012076 0002076 0011128 9808177 0104046 9310175 0007060
3510	0011173 0009192
3517	9505094 9601160 9306078 9410086 9311078 9508018 0005038 9808009 0011250 9307148 0009046 9408103 9501123 9209028
3516	0112245 9906066 9611236
3515	0209140
3514	0103180
2688	0002134
2689	9308128 9308129 9607070 9503099 9907200 9303122 0006003 9712007 9908041 0109100 9506036 9412179 9312013 0004171 0001084 9704109 9306109 9902098 9902099 0110168 9709148 0205154 0105050 9910251 0104247 0008145 9709116 9803145 0107140 9211025 9704093 9707242 9610226 0105230 9703154 9405144 0112160 0210078 9208035 0203248 9201004 9310170 9812153 9510106 9610134 9912121 9912120 0001035 9711087 0208092 9712056 9801009 9711055 9604123 9604121 9604120 9404162 0002211 0209059 0201151 9706024 9303025 9407190
2684	9407124 9504042
2685	0301238
2686	9910222 0212210 0304007 9811254 9911243 0202072 9910012 0005282 9803170 9904027 0003249 0107113 0006196 0206107 9803027 9811083 9806133 0103169 0211292 9809165 0105136 9906087 0109154
2687	0203072
2680	0110073
2681	9903225
2682	9702092 9707189 9505077 9411177
2683	9609089 9412174 0006150 9705183 0205053 9810156 9502159 9408096 9306066 9306144 0110015 0105196 9610244 0108208 9601079 9508165 9306098
99	0212096 0001131 0101076 0012214 9908022 0106247 0203038 0202073 0203268 9811126 0010200 0011266 9903078 0110031 0302218 0104141 0004077 0104190 9910065 0103133 9810090 0011016 0201103 0009185 9808097
98	9305091 9709196 9309144 9507116 9202073 9208033 9208063 9412208
91	9805133 0003236 9504144
90	0206162 9803201 9411003 9512124 9502122 9610198 9602162 9609112 9605212 9512040 9811136
93	0008208 9912196 0010262 0211168 0004089 0103252 0303245 0301102 0205076 0203130 0107015 0112097 0103055 0201142 0008044 0109212
92	0010140 9211136 9210088 9302011 9309156
95	9601060 0301224
94	0304035 9602148 0211197 9904098 0201229 0101207 9911160 9211039 0112202 0203071 9907093
97	9206068 9305161 9205023
96	0109131
1177	9504088 9612065 9511087 9412072 9605144 9607095 9710210
1176	9905130 0105129 9602035 0108150 9912274 9402141 0006225 9804139 9504017 0005080 9803044
1175	9906015 9601126 9710109 9710108
1174	9910206 0003210 0007187 0012224 0211154 0012099 9602101 9610202 0109219
1173	9702012 9602177 9405156
1172	0201007 9401065 0304215 0207118 0201228 9602090 0209166 0303099 0111033
1171	0204161 0007012 0103146 0112073 9902158 0302190
1170	9407065 9409196 9409012 9407084 9410002 9407050 9407054 9412082 9407071 9407077 9409051 9409033
1179	0205042 0002046 9910183 0006014 0212344
1178	9510146
1610	9701162
6987	0010039
7188	0209119 0201017 0111181 0204049
3430	9802136
3431	9505012 9411163 9307025 9405110 9507020 9401110 9211054
7180	0211096
7181	9810071
7182	0004124 0109045 9610009 0004206 9412230 9610054
7183	9805098 9803199 9607005 9912217 9701081 0001182 0003099 9903187 0104090
7184	0102129 9605161 0103236 0001203 9511106 0012225 0205214 0009230 0006246 0005005 0106110
7185	9409128 9401044
7186	9712244
7187	9503066
623	9407171 9308118
3433	0004044
1226	9907014 0012178 0008092 0303151 9803148 0202012 0212235 9710098 0105075 9902005 0007124 0005186 0210010 0007083 9404111 0008221 9911094 0204186 9902134 0001066 0207244 9907098 0202125 0202126
3434	9902091 9906181 0208061 0304010
621	0111066 0110126
3435	9608091
2966	9503219
620	9807141
8549	0104041
8548	0110003 0206246 9909133 9512193 0006249
8019	0002149
8018	9810248 0110157 0108141 9912146
8545	9908054
8016	0206190 9806111 0304082 9303049 9304145 9302142 9503196
8015	9310164 9406019 9311155 9404142
8546	9705217 9802096 9706206 9805128
8541	9410114 9503042 9905105 9805149 9312041 9306079 9606014 9403012 9307106 0104079 9907218 9404037 9803243 9803242 9207102 0303187 9301011 9511049 9310147 9612070 9612071 9510061 9301040 9509088 0209052 9812186
8540	9407061 9603012 9304020 9510195 9607215 9602066 9309099 9206097 9203038 0101018 9712092 0101192 9307126 9801112 9509035 9801140 9703082 9306135 9306033 9303133 9803228 9410162 9906080 9812207 9301122
8011	0011087
8542	9204059
7456	9212008 9304014 9708111
7457	9506175
7454	9801084 9609151 9408007 9708123 9403086
7455	0109222 0211176 0007080
7452	9401085
7453	0112147 9707059 0212132 9302127 9204079 0203247 9408023
7450	9407147 0211034 9410149 0105161 9606109 9606107 0202112 0106150 0207243
2740	9806028 0201259 0106099 9805018 0209192 9508117 9808119 0002131 9903049 0001189 9607145 0005275 9705046
624	9801189
4590	9801066 9506004 9708004 0212076 0212075 9805163 0205021 9603101 9710182 9506099 9406160
7458	9509071 9501141 9507125 9311165 9412169
7459	0301022
2034	0010140 9407002 9708014 9509093
4596	9504076
2032	9510194 9701143 9706186 9710049 9711021 9711020 9807209 9510187
2031	9202038 0209172 9202030
2746	9312003
2749	9910127 9802096 0005214 9805128
2748	0203099 9603095 9611040 9704184 9507148 9507147 9806099 9610035 9709198 9701179 9912130 9403067 9711012 9706107 9308026 9712206 0107115 9404148 9510217 9902187 0009180 0112092 9707202 9906122 9904064
4598	0211221 9409047 0103100 0103254 0009129 9912244
4737	9808193
6536	9407183
4599	9407171
2318	0204166 9906236 9809080 9710227 0010178
8290	9405161
4735	9704029 9510228 9812015 9510148 9602031 9608024 0107151 9505006 0106216 9603127 9507018 9503115
8293	0105287 0212158 0303126
6535	9303037 9303036
4842	0112091
8295	9410175
4843	9907104
4738	9506201
8294	9902091 9906181 0208061 0304010
4739	0008094 9911089 0108216 9911051 9204070 0003293 9309129 9502026 0106173 9301019 9212142 9812108 9204039 0205242 9607225 0008043
8297	9912034
1987	9806022 0106190 9611204 9403131 0210026 9602084 9610238 9901009 9808101 9911156 0208219 9903144 9803235 0212263 0207281 9709030 0005032 9901017 9608195 9806051 9710208 0201040 9802041 0109173 9812052 9709214 9704178 0106285 9604096 9908100 9811168 9801087 9902071 0003256 9711197
8296	9705216 0302103 9710093 0109143 9702053 9608193 9805022 0104014 9803011
393	0206064 0111068 9805220 0212098 9812028 0002127 0207114 9902179 0108137 0008127 9807117 0004015 9910054 0005247 0206152 0212279 9812209 0109214
392	9607233 9703121
391	9403171
390	9405036 9310173
397	9810033 9811095 0006065 9809214 9809216 9903126 9808174
396	9605102 9711143 0101026 9812046 9511141 9702154 9802005 9312094 9801060 9302006 9912012 0103170 9312049 9802079 0011217 9708050 9211109 9211108 9211107 9704040 9509158 9608078 9703100 0110108 9802022 0210161 0105305 9812240 9206098 0108161 9210004 0304061 9806104 9312185 9611083 0210224 9904073 9503161 9905032 0212250 9606025 9708044 0209201 0212082 0111210 0302078 9504097 9908187 9612131 9611063 9611066 0212275 0303006 9510167 0207245 0010036
395	0007004 0007005
394	9309130 9404049
399	9512119
398	9309132 9309149 9611089
2309	9712244
2308	9611128
4729	0010105
4728	0304166
4725	9807177 9807176 9810037 0002178 9909045
2300	9311044 9912068 9810176 9311118 0104245 0011053 9310027 0108227 9411033 0211057
4727	9201072 0205108 0006047 9704185 9204053 0009247 9705173 9810129 9801109 0301240 9907038 9709118 9712223 9505105 9501111 0002121 9605200 9309110 9406091 9406090 0205209 9908135 9808056 9508096 9807076 9603059 0109069 0001206 0103223 9509170 9608194 9501131 9909072 9605036 9511228 9803050 0105097 9712035 9307038 9912151 0106128 0201028 9610205 9802183 9707079 0112197 9508155 0211182 9612162 0104239
2302	9702021
4721	9210145 9510067
2304	0212117 0112125 0202077 0112158 9811030 0101190 0105135 9810228 0002024 9812005 9905149 0012023 9805174 9903102 9708151 9708150
2307	9901059 9811204 9207087 0207013 9309037 9806166 9205025 9806018
4722	0111252
5847	0007203
5846	0212114 9601161 9701014 9902205 0205308 9802007 9906029 9701123 0105289 9510224 9208022 9608161 9706050 9603140 9303101 9303100 9201010 9201011 9201013 9607159 9210072 0105260 0301071 9404126 9711156 9607109 9208044 9208046 9702083 9812078 0009060 9505035 0109048 9903252 9809196 9401010 9203044 9203043 9312210 0211236 9604078 9912124 0108023 9610242 0202172 0011222 0201267 9602005 9709001 0104109 9503018 9906240 0302191
5845	9210089
5844	9910129
5843	9408151 9411027 9604074
5842	0109180 0210017 0111091 0112009 0205251 0112056 0203191 0302058 0110289 0111182 0201215 9904070 0112226 0202193 9811052 0207247 0110118 0009050 0201079 0209029 0205037 0111238 0202083 0301010
5841	9609151 0003069
5840	9502035
5849	9811111
5848	9811111 9808021 9812167 9407137 0006116 9909009
3748	0004171 0110168 0107140 0210064
3749	9408150
3746	9507008 9305132 9908116 9502147 0204193 9709010 9803263 9704044 9912132 0010048 9711010 0002092 9609130 9906201 9705232 0212056 9407105 9806158 9905148 9212112 9706127 9803137 0106034 0303001 9610053 0004148 9903186
3747	0210171
3744	9307016
3745	9412114
3742	0111132
3743	9405120 0001220 9403117 9403116 9502024 9203025
3740	0104152 0211036 0012039 0204251 9703200 0303122 0104098 9705224 0210311 9610203 9902135 0002055
3741	9507127 9910035 9602042 9609096 9609097 9805103 9803226 9805039 9807238
4620	9512049
4621	9902114
4622	9202029
4623	0105007 0205271 0208050 0110167 0212153 9902127
4624	0110275
4625	9412147
4626	9406041 9406057
4627	9309126
4628	0111190
4629	9912276
179	0201128 0112002 0203049 0102001 0205129 0211191 0211190 0209124 0105134 0212126 0209203 0107224
178	9507101 9407071
177	9402137
176	9903097 9903098
175	9612088
174	9209108 9912109 9201051 9210130 0212273 9201025 9203075
173	9902019 9504002 9807059 9804143 9806156 9905116 9407168 9811079 9810144 9605027 9703116
172	0205273
171	9510025 9609105 9507077 9507076 9612219 9511207 9207113
170	0203089 0012184 0109049 9907036 9909194 0106107 0303199 0004106 0102063 0209255 0001123 0103079 0202045 0105319 0208028 0205294 9910241 0011029 0009189 0302008 0201054
7218	0206097
7219	9906189
7210	9502031
7211	0102022 0003137 0001104 9301129
7212	0302038 0209253 0105071 0004071 0202093 0205094 0210288
7213	9411016
7214	0301129
7215	9503091 9508032 9412220 0212062 0009085 0303128 9402046
7216	0111262
7217	0106266 9311120 0106096 9803205 9506126 9707125 9710230 0008149 0102007 9406198 9601036 9711104 0206213 9906190 0301063 0007212 9707013 9911042 9904217 9706124 9911206 9604097 9602102 9808060 9304035 9903269 9308013 0209030 0303127 9612202
6217	0210103 0207095 9804117
6216	9904034 9901057 0012061 9509023 9806235 0008080 9708070 9704017 0201137 0207039 9703038 0009210
6215	0105193 0303177
6214	0207088 0207087 0210106 0110228
6213	0304123 0207221
6212	9502004
6211	9507039
6210	0207265 9902192 9907103 9907105 0212029 0107253 9505008 9810096 0004099
6219	9512195
6218	9705101
6819	9508178 9601125 9511160
6818	9609028 9609223
6811	9901108
6810	9702094 9507013 9712214 9509165
6813	0104067 9409042 0103238 0304161 0304162 9409109
6812	9809107
6815	9509105 9506135 9405153 9601078
6814	9801055 9704084
6817	9809101 9810232 0112212 0003253
6816	9411001 9709195 9412197 9412228 9705167
1115	0303242
8848	9904015 9903236
8849	0108166 9910107 9711057
8840	9502046
8841	0204102
8842	0109209 9901164 0106213
8843	0209171
8844	0110148
8845	9611130 9612067 9802170
8846	0201230
8847	9311126
7669	9706058 9807027
7668	9409161 9410163
7661	9306062
7660	0005177
7663	0201042
7662	9407092 9407093
7665	9810054 9810111
7664	9512074
7667	0303183
7666	0212015 0206188 0210257
1768	0202051 9907172 9911248 9803032 9506021 0302211 9711101 0104017 9607116 9408072 9609175
1769	9705128 0012170 9206081 9612115 0004038 9504075 9810004 9912258 9802085 9303123 9909060 0010256 9908141 0001027 0207115 9609077 0104021 0201218 9404171 9910262 0106217 9504126 9501056 9908038 0011038 9511217 9910004 9707108 0303120 9505193
1762	9310114
1763	0010199 0004020
1760	0107001 0203242
1761	9604099
1766	9606181 0003170 9702042
1767	9409042 9706075 9805144 9712010 9803087 0110285 9710024
1764	0109187 0211059 0107138 0112015
1765	0101031
1546	9804144 0112167
693	9505012 9908040 9610066 0004036 0002101 9512185 9406196 0104054 9812193 0003187 9311074 9312004 9503107 0001141 0205123 9303038 9307026 9403066 9509123 9408097 0005244 0007096
690	0210142
691	9206083 9204012 9507108
696	9404105 9508041 9306058 9602161 9311150 9305084 9305085 9305086 9603039 9704082 9604092 9305118
697	9909149 9502084 9710091 9701143 9706186 9602017 9508070 9507102 9805054 9512117 9311187 9209059 9506147
694	9912068 9810176 9503046 0104245 0108227 0207182 9810255
695	9208074 9610176 9606058 9210139
698	0011212 0011213
699	0201046 0212286
1548	9607079 9705170 0012104 9412217 9508138 0007236 9507033 0206092
1549	0106102 9807020 0106009 9809071 9807017
8710	9412241 9503169
8711	0108163
8712	9810250
8713	0105240
8714	0008069
8715	9503083
8716	9605122
8717	9610013
8718	9805099 9910090 0111209 9310151 0108005 9804096 0011281 9805181 9509115 9510164 9209020
8719	0204133 0204135 0204134
5618	9712244
5619	9412094 9406104 9511216
5612	9710044 9805211 9812162 9712173 9801098 9808018
5613	9607139 9903053 9903052 0012213 0211098 9403096 9308122 9906046 9609239 0106155 9505150 9605154 0105045 9411048 9910181 9705131 9712035 9210142 9604034 9805189 9701023 9506091 9412158 0303032 9506112 9304034 0211216 9406055 9508155 9205041 9204060 9601014 9207111 9407192
5610	0301216
5611	9708101 0107047 0105140
5616	9705140 0206015 9609224
5617	0207236 0205145 0009070 0207253
5614	9610126
5615	0207227 0303078 9712067 9809153
7116	9608181
7118	9202038
1724	9206042 9202083 9202084 9202009
1983	9609187 9712234
6778	9708029 0304164
6779	9202066 9704101 9812098 9401039 9203068 9203067 0002010 0211021 9610023 0105161 9503237 0004202 0003250 9407119
6774	0212044 9403098 9708033 9902001 9509087 9411232 0302138 0303004
6775	0203011 0207035
6776	9304150 9204003 9303013 9512093
6777	0006054 9707053 9806230 9701146 9710188 9803025 9706221
6770	9603145
6771	9901007 9610161
6772	0111021
6773	9903221 9910173
3580	0211228 0212249 0003157 0009234 0012232
258	0110290 0005171 9905039 9807043
259	0210267 9306017 0210136 9412137
252	0106007 0212110 0001052 0106095 9807083 9809186 9807129 9807058 9912282 0001194 9812156 9907224 0106257
253	9401063
250	0209151 0301183 9605027
251	9911034 9809180 9801036 9904121 9604059 9909196 9604051 9905126 9906207 9611120 9812085 9502029 9208067 9506167 9903182
256	0301022 9610185 9606081
257	9403164 9411227 0210156 9602039 9708051 9501119 0104074 9408054 9507159 9702125 9609019 9601081 9906062 9605039 0007093 0209183 9703006 0107221 0006099 0008114 9507093 9408132 9408025 9612206
254	0302117 0005221 0101108 0111191 9811090 9611105 0202188 9610048 0203005 0107020 9901063 0009110 9802191 0003247 9809023 9809020 9605037 0205116 9802064 0208216 9701029
255	0101153 9804053 9807088 0101165 0205013 0205269 9608143 9703221 9907169 9503140 0209221 0212064 0206011
4665	9909036
3581	0209176
3689	0007198 0105292 0206116
3688	9506178 9703206 9411022
3683	0110216 9212128 0107100 9404024 0210034 9904019 9207080 0108084 0010272 9810136 0202064 9811134 0104184
3682	9406092
3681	9501117 9203023 9211118
3680	9211058
3687	0205284
3686	9412190 9308109
3685	9905125
3684	0102024 9707027 9712005 0205109 0110218 0106093 9603028 9803197 9701129 9306103 9312199 9811010 9908110 0206176 0008065 9806041 9712149 9808182 9803069 9509056 9709096 9404152 9903134 9708127 9209001 9410170 0109010 0212231 9705004 0202043 0207012 0009250 0302150 0005170 9708072 0105044 0206210 9804093 0206029 9908162 9202028 9704061 0012223 9306146 9705106 0011121 9805101 9508080 9501100 0301203 9907072 9508005 9501023 0205008 9808143 0210208 9512214 0112010 9304038 9505060 9606003 9911199 0208137 9510242 0002213 0301011 0302093 9903181 0209128
2518	0008136 9908022 9903078 0008058 9809144 0103133 9808097
2519	0010063 0006007 0005025 9507059 9507058 0206146 0302069 0209261 0203036 9611082 0106245 0101234 9905012 0212067 0012044
2514	9211090 9801061
2515	9612093 9311128 0108035 9612060 0110267 9412118 9909114 0004100 0001198 9911229 9304098 9412009 9306145 0210014 9706122 9205072 0007174 0009100 9410010
2516	9307031
2517	0211220 0110007 0210102 9911001 0103256 0211198 0106180 0204146 9904143 0112223 0206221 0206073 0303220 9906056
2510	9901058
2511	9810052 9912270
2512	9312172 0105047
2513	0211222 0212136 0212265 0203020 0102102
361	0211171
3531	0002031 9907001 9907002 9907003 0209120 0008155 0012231 0204107
3530	9607192
3533	0302154 0203240
3532	0007015 9508035 9401151 9401150 0006005 0007160 9608009 0007074 9512007 9408114 9401149 9404112 9601024 9412069
5058	0209214 0212095 9706130 0209148 9810219 0207017 9808128 0010103 0006120 0204157 9810116 9904150 0102201
3534	0106006 0106141 9901059 0212321 0204197 9806048 0002017 0104263 0107078 0210040
3537	9302072 9906021 9306027 0104084 9304078 9401040 0012086 9310050 9307051 9408091 0102016 9812148
3536	0302066 0205281 0301028
3539	9706070 9810049
3538	9312148 9306062
5056	0101186 9506081 9202092 9210021 9603074 9204006 0202070 9706210 9305055 0304196 9511131
5057	0103206 0211033 0107179 0010187 0002229 0112220 0206095
5050	0204176
5051	9402051 9205039 9301023 9412237
5052	9205096
5053	9411088 9605018 9610090 9703152 9607044 9803029 9508004 9702035 9611015
1159	9810241
1158	9412121 9407175 9407174 9609166 9503133 9408161
1155	0209165 0211187
1154	0011088 0201060 0105307 0203188 0207044 0304270
1157	0208098 0205229 0208007
1156	9807038 9404187 9910198 9709074
1151	9412043 9404055 9507080 9505036 9805027 9812235
1150	9612091 0106091 0106090 9903055 9705216 9710093 9901140 0212026 0106156 0006042 9702053 9608193 9805022 9712174 9803011 0303176 0204105
1153	9804161
1152	9810230
8035	9311110 9807228 9412023 9305077 9406068
8034	9601040 9701118 9805117 0211132 9909031 9810006 0207079 0008066 0106070 0108211 0108157 0207099 0004181 9702196 9807160 9206075 9803104 9604098 0203073 0106069
8037	9503046
8036	0205215
8031	9402107 9411210
8030	9812222 0005260 9612137
8033	0107004 0107245 0302192
8032	9810196
8039	0102207
8038	9701061
8529	0201191 0202136 0209158
8528	0212346
8523	9510062
8522	9211124
8521	0208226 0107227 0111291 0207170
8520	9312056 9605020
8527	9903234
8526	9811051
8525	9801065 9801137
8524	0102124
4299	0103065 9501032
4298	0302035 9806067 0011231
4295	9203006
4294	9909080 0011242 9907175 9704077 0304210 0303102 0210193 0005116 0303209 0212183 0201063 0109112 9806188 0202160 0003002 0111121 0002042 0105298 0004197 0207052
4297	9807197
4296	9412082
4291	9503192
4290	0209006 9608029 9809083
4293	9511179
4292	9911174
7260	9605195 9705008 9706062
6368	9302117
4749	0103186 0003280 9608162 9707124 9702075 9801194 0202018 9808086 0201182 9608170 0201104 9907116
4748	9210158 9210161
4743	0004120 0204011 9511024 0003178 0003177
4742	9308142 9401009
4741	0204252 0207146
4740	9303036
4747	0210162
4746	9801062 9805068
4745	9806200 0010210
4744	9604082
5869	9311002 9601149 0208089 0212129 0212127 9509082 9308096 0304185
5868	0212278 0110187 0202168 0008057 0211102
5865	0008097 0302135 0104104
5864	9402026 9412194 9507123 0108009
5867	0012264 0003133 0201208 0107107 0111167 0210052 0203054 0107026
5866	0112247
5861	9907204 0207083 9907129 9804121 9609059 9203059 9310101 9304027 0103231 9204072 9312172 9209113 0205205 0208123 9412138 9203042 9902052 9612022 0002091 0205027 0105097 9305083 9207034 0009176 9903048 9412159 9506196 0303031 0203004 9202004 9309152 0112099 9306041 9508151
5860	9707219
5863	9805116 0105201 9911126 9304022 0008181 9401036 0102083 0101163 9707175 0107205 9610097 9602015 0301108 9407130 0202034 9911014
5862	0009228
2183	9710241 9412191 9610040 9305105 9403092 9810107 9312105 0005107 9911111 9804025 9511090 9208003 9602001
2182	9802052 9909085 9901158 9809061 0103107 0205043 9706073 9811019 9706083 9612144 9803252 9804175 9704134 9606091 9503033 9304021 9709114 9810053 0111201 9911153 0106184 0001193 9204027 0011170 9307122 0004072 0005268 9301022 0003173 9703211 9210149 9504091 9612222 9309108 9806240 9807196 9212061 0006024 0010058 9801070 9904164 9207044 0304203 9706224 9604041 9401134 9710226 0209222 9506063 9510161 9512042 0212345 9412203 9906248
2181	0005218
2180	0012133 0102190
2187	9903135 0204087 9611232 9804070 0302141 9606178
2186	0207165 0203094 9503095 0102155 9310138 0102051 9303082 0302183 0008051 9801019 9506079 0001030 9801026 9906143 9810044 9908150 0112041 9202052 9512212 9812206 9601132 0204242
4608	0107084 9504034 9405188 0006009 9603090 0008209 0203206 9512180 9505162 0112177 9306020 0207135 9903241 9804006 9510079 9510074 9702103 0012186 0010117 9912168 0302174 9803060 9709113 9807150 9603004 9711048 9506057 9408036 9707087 0211116 0006107 9803039 0212236 9306125 0204145 9803171 9802147 9708025 9607105 0211027 0206241 0303049 9703156 0203068 9801095 9805082 9912107 0110174 0102060 9402073 9511108 9506075 0002141 9908163 0101066 9505123 9508072 9605032 0202116 9611014 9608015 0003051 9802203 0007058 9707013 9712239 0001178 9612105 9802126 9708164 9705024 9910066 9807090 9404067 9204040 9602136 9711116 9509160 9502072 9803109 0005151 9812067 0002084 9706097 9912007 9610085 9604097 0010124 9602102 0110277 0101123 9311038 9806072 9204035 0212141 9306048 9701163 9707203 9810063 9711059 0112192 0002199 0207255 0103153 9405065 9610155 9506144 9412200 9612202
2184	0206250 9708155 9708156 9908058 0201077 9801004 9508069
4606	0001030
4607	0005150
2189	9411083 9407010
2188	9909174 9807146
4602	9907126 0106093 0207077 9801032 9807156 9707003 9707001 0206238 0005013 9806170 0303138 9707247 9603157 0202097 9909106 0201132 0104232 9911117
4603	0105123 0201099 0008165 0002142 0012149
4600	9312142 9307132 9405062
4601	0302099
8682	9502058
6906	0005237 0005235 0005234
6905	0203195
6904	0206164 9701128 9808131 9606191 0112231 9703072 0108064 0006189 0211098 9905053 9606168 0009148 0207096 9604004 0010108 0010102 9907165 9702054 0210145 9804038 9707017 9811214 9704032 9812055 0006113 0103089 0008100 9712062 9911206 9805172 9405151 9804104 9911115 0211216 0004196 0011227 9802185
8686	9301058 0003058 0107045
6902	0008014
151	9809199
150	9904175 0102038 0103084 0012194 0009047
153	0206230 9812075
152	0006216 0203121 0002177 9911087 0103023 0211209 0209131 0003232 0110006 9811169 0108079
155	9407083 9807231
154	9811227 9904049 9803233 9804017 9803245 9901015 0001154
157	0201173 9812118 9911081 0005115 9907184 0111284 0009119
156	9311038 9611114 9611115 9611116
159	9411026 0301128 0303257
158	9904030 9904031 9805196 9805195 9805194 9805193 9805192 0004001 0202026 0010018 0010188
6900	9712082 9803209 0112157 0208038 0010167 9808052 0010182 9901016 9607203 9707261 9901163 9705225 9507046 0107164 0302198 9710215
6459	9610069
6458	9512163
8136	9409105
8137	9409054
6187	0303225 0207181 0204154
6186	9903016
6185	9703079 9703080
6184	9407140
6183	9203055 9204009
6182	0006216 9911087 9804145 0203219 0211258 9811171 9401095 9412084 9312215 9203013 9212110 9301124
6181	9502087
6180	9805138 9402137 0102102
6954	9409048 9204054 9312129 0304055 9203048 9201002 9311114
8133	9703188
6189	0212322 0201244 0209159
6188	0010067
2727	9409048 9204054 9312129 9203048 9201002 9311114
2726	0206190 9706170
2725	9611229
2724	9906156 0302116 9604172 9810171 9503230 9907044 0302124 9606065 9601019 9812197 9508172 0006153 0109014 9908078 9601030 9809112 9811185 0201168 9907168 0209132 9903208 9503075 9503074 9808145 9504024 0107017 0303163
2723	0302022
2722	9506068
2721	0107201 0011195 0007060
2720	9905189 9905101 9409018 9601066 9810156 9506049
2729	0105182 0002070 9806167 0304069 9704173 0004094 9906006
2728	9410122 9507080 0205010 9409183 0109121 0003093
7944	0110180 0111282 0207191 0006207 9203016 0110199
9190	9312094 9501144 9505125 9506199
7946	0206177
7947	9802157 0204060 9701130 9503102 9711198
7232	9411081 0208180 0108136 9804169 0204238
7233	9906157 0008179 0109095 0011129
7230	9511069 9612199 9510231 9602033
7943	0204005
9199	9805110 9808049 9609107 9711007
9198	9509172
7948	0002215
7949	9806061
7238	9601013 9810243
7239	0304169
692	9310056 9307144
6239	9701119 0301119 0011246 9706132 9505027 9912079 9812004 9406154 9904182 9612205
6238	9306023
6235	9510015 0207186 9410186 9609177
6234	9511219
6237	9808044 9803250 9907176 9703139 9502059 9510037 9506161 9411062
6236	0011071 0011077 9602055 9602056 0207163 9808164 0208153 0007097 9804032 9611023 9601143 0003044 0112187 9312053 9912158 0202195 0201236 0107057 9607141 0112195
6231	9211006 9211005 9612186
6230	0205164 0301144 0108104 0108103 0005113 0211115 0205303
6233	0210049
6232	0105021 9803121
7932	9811007
8866	9406147
8867	9908149 0001019 0108053
8864	0009076
8865	9412056
8862	0108036
8863	0004202
8860	0208183
8861	9406097
8868	9701122 9904094 9811170 9907083 9803058 9903039 9810060 0002052
8869	0112133
818	0102029 9705026 9902188 9803130
819	9710202 9711176 9702137
810	9207028 9901057 9806235 0008080 9205006
811	9803160 9711145 0210105 0006050 0011081 9803112 9906203 0109141 9703062 9807237
